trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.8, 'e': 0.024267330287830756}",20,8,23.03403332325283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.8, 'e': 0.024024656984952448}",20,8,14.396463063991336,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.8, 'e': 0.023784410415102923}",25,0,32.267076806918745,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.8, 'e': 0.023546566310951894}",20,7,24.489036483996493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.8, 'e': 0.023311100647842375}",20,4,24.742720569427114,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.8, 'e': 0.02307798964136395}",25,0,40.90545567095886,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.8, 'e': 0.022847209744950314}",25,14,20.463948088669508,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.8, 'e': 0.02261873764750081}",25,8,27.32371933425374,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.8, 'e': 0.022392550271025803}",25,5,34.17749665161651,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.8, 'e': 0.022168624768315544}",20,8,15.471801864749272,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.8, 'e': 0.02194693852063239}",20,12,13.193420411025171,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.8, 'e': 0.021727469135426065}",25,11,24.582629216822383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.8, 'e': 0.021510194444071803}",20,5,24.88900448221348,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.8, 'e': 0.021295092499631085}",25,16,18.872538361665992,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.8, 'e': 0.021082141574634772}",20,9,19.234914469717665,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.8, 'e': 0.020871320158888425}",20,8,20.706806720954198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.8, 'e': 0.020662606957299542}",25,9,23.95505984984886,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.8, 'e': 0.020455980887726547}",25,7,4.163372195920866,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
387,False,"{'a': 0.8, 'e': 0.02025142107884928}",20,12,-5.138737100654907,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
388,False,"{'a': 0.8, 'e': 0.020048906868060788}",20,3,28.838649895919826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.8, 'e': 0.01984841779938018}",25,11,23.57302765803176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.8, 'e': 0.019649933621386378}",20,0,34.44202090659152,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
391,False,"{'a': 0.8, 'e': 0.019453434285172513}",20,7,21.425532734187772,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.8, 'e': 0.019258899942320787}",20,12,11.015680889077903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.8, 'e': 0.01906631094289758}",20,2,29.612817406008983,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.8, 'e': 0.018875647833468602}",20,3,28.973704045511827,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.8, 'e': 0.018686891355133916}",20,6,22.080399269085188,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.8, 'e': 0.018500022441582577}",20,8,22.168028347380545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.8, 'e': 0.01831502221716675}",20,6,4.480062900683965,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
398,False,"{'a': 0.8, 'e': 0.018131871994995084}",20,7,27.946134549949903,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.8, 'e': 0.017950553275045134}",20,8,21.623694215996743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.8, 'e': 0.017771047742294682}",25,10,24.804270460657325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.8, 'e': 0.017593337264871736}",20,6,22.560115572796654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.8, 'e': 0.01741740389222302}",25,10,23.314294519496457,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.8, 'e': 0.01724322985330079}",20,0,29.384876376120175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.8, 'e': 0.017070797554767782}",20,8,22.144470812042595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.8, 'e': 0.016900089579220106}",20,8,22.90767509838205,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.8, 'e': 0.016731088683427906}",25,13,21.470269977704955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.8, 'e': 0.016563777796593626}",25,13,21.969125836248505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.8, 'e': 0.016398140018627688}",25,0,36.96397637545102,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.8, 'e': 0.01623415861844141}",20,9,17.201173240002497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.8, 'e': 0.016071817032256998}",20,8,23.142688939814764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.8, 'e': 0.01591109886193443}",20,0,11.921143576084676,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
412,False,"{'a': 0.8, 'e': 0.015751987873315085}",20,0,37.20787177501241,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.8, 'e': 0.015594467994581935}",20,10,18.181170158673925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.8, 'e': 0.015438523314636115}",25,19,10.09690204449069,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.8, 'e': 0.015284138081489753}",20,0,31.621228840755773,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.8, 'e': 0.015131296700674856}",20,7,21.387159666935823,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.8, 'e': 0.014979983733668108}",20,0,25.523476661834668,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.8, 'e': 0.014830183896331426}",20,12,14.879793750249624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.8, 'e': 0.014681882057368112}",20,9,21.21840037446936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.8, 'e': 0.01453506323679443}",20,6,21.977770280431773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.8, 'e': 0.014389712604426485}",20,0,30.57237183113449,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.8, 'e': 0.01424581547838222}",25,17,15.144632570614615,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.8, 'e': 0.014103357323598397}",20,5,31.101119481976887,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.8, 'e': 0.013962323750362413}",20,10,19.793829554359675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.8, 'e': 0.013822700512858789}",20,8,-42.87368727841485,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
426,False,"{'a': 0.8, 'e': 0.0136844735077302}",20,16,8.939835609079044,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.8, 'e': 0.013547628772652899}",20,8,23.316465063633142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.8, 'e': 0.01341215248492637}",20,7,20.595922633970396,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.8, 'e': 0.013278030960077106}",20,10,17.541477979364554,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.8, 'e': 0.013145250650476335}",20,14,10.412068980908384,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.8, 'e': 0.01301379814397157}",20,5,27.20667213504728,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.8, 'e': 0.012883660162531854}",20,12,17.452377892670214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.8, 'e': 0.012754823560906535}",20,3,5.951951052355147,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
434,False,"{'a': 0.8, 'e': 0.01262727532529747}",20,10,14.332015503100681,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.8, 'e': 0.012501002572044496}",25,8,34.34880693874659,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.8, 'e': 0.01237599254632405}",25,16,18.89340061487549,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.8, 'e': 0.01225223262086081}",20,2,31.404087670369314,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.8, 'e': 0.012129710294652202}",20,13,13.907193552934043,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.8, 'e': 0.01200841319170568}",20,16,6.385855095779697,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.8, 'e': 0.011888329059788623}",20,8,22.03568949405027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.8, 'e': 0.011769445769190737}",20,12,12.898297215555717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.8, 'e': 0.01165175131149883}",20,13,14.059066380400235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.8, 'e': 0.011535233798383842}",25,17,17.03549226166922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.8, 'e': 0.011419881460400004}",20,14,10.751137166819797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.8, 'e': 0.011305682645796004}",20,8,17.862572995097942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.8, 'e': 0.011192625819338045}",20,1,22.767302088438296,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.8, 'e': 0.011080699561144665}",25,3,34.50759831050116,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.8, 'e': 0.010969892565533218}",20,0,28.68937297302732,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.8, 'e': 0.010860193639877886}",20,0,28.07520933292867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.8, 'e': 0.010751591703479106}",25,16,15.834370915580855,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.8, 'e': 0.010644075786444315}",20,16,8.304735400918833,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.8, 'e': 0.010537635028579873}",25,15,19.807441820627478,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.8, 'e': 0.010432258678294073}",25,20,9.147575875565737,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.8, 'e': 0.010327936091511133}",25,11,22.92051983671861,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.8, 'e': 0.010224656730596022}",20,1,30.97880061109589,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.8, 'e': 0.01012241016329006}",20,10,23.84914916985112,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.8, 'e': 0.01002118606165716}",20,8,23.183359930467407,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.8, 'e': 0.009920974201040588}",20,16,5.403481807785069,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.8, 'e': 0.009821764459030182}",25,13,18.272363348819393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.8, 'e': 0.00972354681443988}",20,3,31.215175754961937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.8, 'e': 0.00962631134629548}",20,0,36.91116233104124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
462,False,"{'a': 0.8, 'e': 0.009530048232832525}",25,10,23.618757468719394,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.8, 'e': 0.009434747750504199}",20,13,16.00211489475779,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.8, 'e': 0.009340400272999157}",20,1,30.430683877720405,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.8, 'e': 0.009246996270269165}",20,10,17.27867804712473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.8, 'e': 0.009154526307566474}",20,10,17.138214653484976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.8, 'e': 0.009062981044490808}",20,15,11.555318753511933,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.8, 'e': 0.0089723512340459}",20,3,28.52637699446271,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.8, 'e': 0.00888262772170544}",20,2,29.991910300984607,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.8, 'e': 0.008793801444488386}",25,11,-16.565773101564865,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
471,False,"{'a': 0.8, 'e': 0.008705863430043502}",25,13,20.873092659806296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.8, 'e': 0.008618804795743068}",25,16,17.898384297206874,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.8, 'e': 0.008532616747785637}",25,18,12.624655912292328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.8, 'e': 0.00844729058030778}",20,8,19.87256999005847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.8, 'e': 0.008362817674504702}",20,16,7.432227411281878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.8, 'e': 0.008279189497759654}",20,3,28.16538638179339,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.8, 'e': 0.008196397602782058}",25,8,29.700501581966833,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.8, 'e': 0.008114433626754238}",20,3,26.64873929647169,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.8, 'e': 0.008033289290486696}",25,17,12.859927151030426,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.8, 'e': 0.00795295639758183}",20,13,13.57309970420161,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.8, 'e': 0.00787342683360601}",25,3,13.552997791472238,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
482,False,"{'a': 0.8, 'e': 0.0077946925652699495}",25,15,21.835391565370347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.8, 'e': 0.00771674563961725}",20,14,10.404375263536277,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.8, 'e': 0.007639578183221077}",20,0,32.08966347516537,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
485,False,"{'a': 0.8, 'e': 0.0075631824013888665}",25,0,35.34422363559562,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
486,False,"{'a': 0.8, 'e': 0.007487550577374978}",20,11,18.54473234618973,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.8, 'e': 0.007412675071601228}",20,0,27.551737960061363,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.8, 'e': 0.007338548320885215}",25,12,21.408605336662397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.8, 'e': 0.0072651628376763635}",20,11,18.260022806011587,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.8, 'e': 0.0071925112092996}",25,13,23.703333149959875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.8, 'e': 0.007120586097206604}",20,13,12.61525883659137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.8, 'e': 0.007049380236234538}",20,15,9.731132154008847,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.8, 'e': 0.006978886433872193}",20,4,27.854722041788758,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.8, 'e': 0.006909097569533471}",25,3,40.22034833665661,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.8, 'e': 0.006840006593838137}",20,1,27.67773563909788,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.8, 'e': 0.0067716065278997555}",20,15,7.383056562602924,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.8, 'e': 0.006703890462620758}",25,17,15.858998397831702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.8, 'e': 0.006636851557994551}",20,10,18.626032183532136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.8, 'e': 0.006570483042414605}",20,14,14.61541244962089,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.8, 'e': 0.006504778211990459}",20,3,22.905028368321503,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.8, 'e': 0.006439730429870554}",20,8,24.208085921612074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.8, 'e': 0.0063753331255718484}",25,13,17.214741552081122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.8, 'e': 0.00631157979431613}",20,6,20.46886107077232,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.8, 'e': 0.006248463996372969}",25,12,25.808068429643,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.8, 'e': 0.006185979356409239}",20,15,11.886802251283566,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.8, 'e': 0.006124119562845147}",20,9,19.375113880611295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.8, 'e': 0.006062878367216695}",20,9,20.25033670809592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.8, 'e': 0.006002249583544528}",25,0,36.91756811284617,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
509,False,"{'a': 0.8, 'e': 0.005942227087709083}",25,17,15.16035773446492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.8, 'e': 0.005882804816831992}",25,8,25.85517443750285,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.8, 'e': 0.005823976768663672}",25,18,12.233867897166284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.8, 'e': 0.005765737000977035}",25,16,17.488746902154688,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.8, 'e': 0.005708079630967265}",20,14,10.369020676957298,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.8, 'e': 0.005650998834657592}",20,10,20.586904570145016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.8, 'e': 0.005594488846311016}",20,0,28.745183516644904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
516,False,"{'a': 0.8, 'e': 0.005538543957847906}",25,19,10.648042046393854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.8, 'e': 0.005483158518269427}",20,8,19.66771059445079,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.8, 'e': 0.005428326933086733}",20,3,31.549949020920153,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.8, 'e': 0.005374043663755866}",20,16,6.816147742387531,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.8, 'e': 0.005320303227118307}",20,6,22.589840797271236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.8, 'e': 0.005267100194847124}",25,7,27.867901392971735,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.8, 'e': 0.005214429192898652}",25,10,25.860997107382534,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.8, 'e': 0.005162284900969666}",20,2,31.11367242604467,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.8, 'e': 0.005110662051959969}",20,8,23.526380147532123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.8, 'e': 0.005059555431440369}",20,8,26.441393548786696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.8, 'e': 0.005008959877125965}",20,9,18.628410155709826,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.8, 'e': 0.004958870278354705}",20,15,7.408756060666066,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.8, 'e': 0.004909281575571158}",20,8,21.640951279530103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.8, 'e': 0.004860188759815446}",20,13,9.879293006288115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.8, 'e': 0.004811586872217292}",20,6,24.752840105120892,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.8, 'e': 0.004763471003495119}",20,10,14.395882855732852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.8, 'e': 0.004715836293460168}",20,12,15.907914450944538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.8, 'e': 0.004668677930525566}",20,5,28.03254838074256,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.8, 'e': 0.00462199115122031}",20,15,8.709524545629147,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.8, 'e': 0.004575771239708107}",25,11,22.51432299230535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.8, 'e': 0.004530013527311026}",20,12,17.688089915786197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.8, 'e': 0.004484713392037916}",20,5,27.74130777572668,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
